"","Species","Common_name","Begin_study_date","End_study_date","Life_history_process","sex","Fucntional_form","Value","Units","Parameter_name","Sample_size","Method","Large_marine_ecosystem","More_specific_location","Reference"
"1289","Decapterus russelli","Indian scad",1992,1993,"natural mortality","both","NA",1.17,"NA","M","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1290","Decapterus russelli","Indian scad",1992,1993,"total mortality","both","NA",1.57,"NA","Z","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1291","Decapterus russelli","Indian scad",1992,1993,"fishing mortality","both","NA",0.4,"NA","F","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1292","Decapterus russelli","Indian scad",1992,1993,"exploitation rate","both","NA",0.25,"NA","E","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1293","Nemipterus virgatus","Golden threadfin bream",1992,1993,"growth","both","von Bertalanffy",0.48,"NA","k","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1294","Nemipterus virgatus","Golden threadfin bream",1992,1993,"growth","both","von Bertalanffy",268,"mm","Linf","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1295","Nemipterus virgatus","Golden threadfin bream",1992,1993,"natural mortality","both","NA",1.1,"NA","M","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1296","Nemipterus virgatus","Golden threadfin bream",1992,1993,"total mortality","both","NA",1.98,"NA","Z","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1297","Nemipterus virgatus","Golden threadfin bream",1992,1993,"fishing mortality","both","NA",0.88,"NA","F","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1298","Nemipterus virgatus","Golden threadfin bream",1992,1993,"exploitation rate","both","NA",0.44,"NA","E","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1299","Nemipterus bathybius","Yellowbelly threadfin bream",1992,1993,"growth","both","von Bertalanffy",0.4,"NA","k","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1300","Nemipterus bathybius","Yellowbelly threadfin bream",1992,1993,"growth","both","von Bertalanffy",203,"mm","Linf","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1301","Nemipterus bathybius","Yellowbelly threadfin bream",1992,1993,"natural mortality","both","NA",1.06,"NA","M","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1302","Nemipterus bathybius","Yellowbelly threadfin bream",1992,1993,"total mortality","both","NA",1.45,"NA","Z","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1303","Nemipterus bathybius","Yellowbelly threadfin bream",1992,1993,"fishing mortality","both","NA",0.36,"NA","F","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1304","Nemipterus bathybius","Yellowbelly threadfin bream",1992,1993,"exploitation rate","both","NA",0.25,"NA","E","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1305","Nemipterus bipunctatus","Delagoa threadfin bream",1992,1993,"growth","both","von Bertalanffy",0.42,"NA","k","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1306","Nemipterus bipunctatus","Delagoa threadfin bream",1992,1993,"growth","both","von Bertalanffy",264,"mm","Linf","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1307","Nemipterus bipunctatus","Delagoa threadfin bream",1992,1993,"natural mortality","both","NA",1.01,"NA","M","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1308","Nemipterus bipunctatus","Delagoa threadfin bream",1992,1993,"total mortality","both","NA",1.43,"NA","Z","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1309","Nemipterus bipunctatus","Delagoa threadfin bream",1992,1993,"fishing mortality","both","NA",0.42,"NA","F","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1310","Nemipterus bipunctatus","Delagoa threadfin bream",1992,1993,"exploitation rate","both","NA",0.29,"NA","E","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1311","Nemipterus nemurus","Redspine threadfin bream",1992,1993,"growth","both","von Bertalanffy",0.49,"NA","k","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1312","Nemipterus nemurus","Redspine threadfin bream",1992,1993,"growth","both","von Bertalanffy",231,"mm","Linf","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1313","Nemipterus nemurus","Redspine threadfin bream",1992,1993,"natural mortality","both","NA",1.16,"NA","M","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1314","Nemipterus nemurus","Redspine threadfin bream",1992,1993,"total mortality","both","NA",2.02,"NA","Z","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1315","Nemipterus nemurus","Redspine threadfin bream",1992,1993,"fishing mortality","both","NA",0.86,"NA","F","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1316","Nemipterus nemurus","Redspine threadfin bream",1992,1993,"exploitation rate","both","NA",0.42,"NA","E","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1317","Gymnocranius griseus","Grey large-eye bream",1992,1993,"growth","both","von Bertalanffy",0.22,"NA","k","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1318","Gymnocranius griseus","Grey large-eye bream",1992,1993,"growth","both","von Bertalanffy",348,"mm","Linf","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1319","Gymnocranius griseus","Grey large-eye bream",1992,1993,"natural mortality","both","NA",0.61,"NA","M","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1320","Gymnocranius griseus","Grey large-eye bream",1992,1993,"total mortality","both","NA",0.9,"NA","Z","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1321","Gymnocranius griseus","Grey large-eye bream",1992,1993,"fishing mortality","both","NA",0.29,"NA","F","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
